Timestamp,What is your age?,Which nation or region of the UK do you live in?,"The first part of your postcode only, for example SW1A (optional)","Are you currently involved with a youth council, youth group or youth organisation?",What are the top three things you want the government to bring back for young people?,Is there anything else you would bring back that is not on that list?,What is the biggest problem facing young people across the UK today?,"In your own words, why did you choose that for the UK?",What is the biggest problem facing young people across the Commonwealth today?,"In your own words, why did you choose that for the Commonwealth?","Thinking about young people you know, how well is each of these working for young people right now? [Mental health and wellbeing]","Thinking about young people you know, how well is each of these working for young people right now? [Youth services and safe places to go]","Thinking about young people you know, how well is each of these working for young people right now? [Education and curriculum for life]","Thinking about young people you know, how well is each of these working for young people right now? [Jobs, apprenticeships and work experience]","Thinking about young people you know, how well is each of these working for young people right now? [Cost of living and financial security]","Thinking about young people you know, how well is each of these working for young people right now? [Transport and getting around]","Thinking about young people you know, how well is each of these working for young people right now? [Housing and a place to live]","Thinking about young people you know, how well is each of these working for young people right now? [Crime, safety and policing]","Thinking about young people you know, how well is each of these working for young people right now? [Equality, discrimination and racism]","Thinking about young people you know, how well is each of these working for young people right now? [Climate and the environment]","Thinking about young people you know, how well is each of these working for young people right now? [Democracy and youth voice]","Thinking about young people you know, how well is each of these working for young people right now? [Digital life and online safety]",How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Mental health and wellbeing],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Youth services and safe places to go],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Education and curriculum for life],"How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Jobs, apprenticeships and work experience]",How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Cost of living and financial security],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Transport and getting around],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Housing and a place to live],"How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Crime, safety and policing]","How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Equality, discrimination and racism]",How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Climate and the environment],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Democracy and youth voice],How important is each of these to a young person’s long-term future — the next ten to fifteen years? [Digital life and online safety],How urgent is each of these for young people over the next twelve months? [Mental health and wellbeing],How urgent is each of these for young people over the next twelve months? [Youth services and safe places to go],How urgent is each of these for young people over the next twelve months? [Education and curriculum for life],"How urgent is each of these for young people over the next twelve months? [Jobs, apprenticeships and work experience]",How urgent is each of these for young people over the next twelve months? [Cost of living and financial security],How urgent is each of these for young people over the next twelve months? [Transport and getting around],How urgent is each of these for young people over the next twelve months? [Housing and a place to live],"How urgent is each of these for young people over the next twelve months? [Crime, safety and policing]","How urgent is each of these for young people over the next twelve months? [Equality, discrimination and racism]",How urgent is each of these for young people over the next twelve months? [Climate and the environment],How urgent is each of these for young people over the next twelve months? [Democracy and youth voice],How urgent is each of these for young people over the next twelve months? [Digital life and online safety],Which of these should the UK push hardest on across the Commonwealth?,"If you could say one thing directly to the Heads of Government, what would it be?",Which of these best describes your gender?,Which of these best describes your ethnic background?,Do you have a disability or a long-term health condition?,Which best describes what you are doing at the moment?,"Have you ever been in care, or are you care experienced?",I have read the privacy notice and I am happy for my answers to be used in this consultation
20/09/2026 12:59:22,13 to 15,North West England,FY1,No,Free or capped bus travel for under-25s,Free school transport past the age of 16.,Mental health and wellbeing,"Waiting lists where I live are over a year, and people get worse while they wait.",Climate and the environment,Online access decides who gets opportunities and it is very unequal.,2,2,7,5,3,4,2,3,4,7,4,10,10,7,6,10,10,7,7,8,7,10,8,5,9,6,9,10,6,6,10,8,9,2,7,5,"Crime, safety and policing, Equality, discrimination and racism",You measure success in GDP. Measure it in whether an 18-year-old can see a future where they live.,Male,White,No,At university,No,Yes
19/09/2026 19:51:50,19 to 21,North West England,,No,"A school nurse and a trained counsellor in every school, Free or capped bus travel for under-25s",,Cost of living and financial security,Everything costs more and nothing about young people’s pay has changed.,"Equality, discrimination and racism",,4,5,7,6,4,2,4,7,10,4,1,4,8,7,8,8,9,6,9,9,7,6,7,5,10,8,10,6,8,8,7,6,8,6,5,6,"Climate and the environment, Jobs, apprenticeships and work experience",,Female,White,No,At university,No,Yes
21/09/2026 09:16:36,22 to 25,East of England,IP1,No,"Arts, music and drama in the curriculum, and free or low-cost music tuition, Funded open-access youth clubs and youth workers in every area, Free or capped bus travel for under-25s",,Cost of living and financial security,,"Jobs, apprenticeships and work experience",,5,5,3,5,2,3,1,4,0,6,4,3,10,10,5,10,8,7,6,8,8,6,4,7,10,0,5,7,8,10,9,5,5,9,5,8,"Education and curriculum for life, Jobs, apprenticeships and work experience",,Female,White,Yes,At university,No,Yes
20/09/2026 10:25:26,16 to 18,East of England,LU1,No,"A school nurse and a trained counsellor in every school, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Funded national youth voice structures (a British Youth Council style body)",,Housing and a place to live,,Mental health and wellbeing,,5,3,5,2,6,6,0,1,3,2,2,5,10,10,8,10,6,9,10,6,10,8,5,8,9,5,8,7,10,10,10,8,7,7,10,6,"Education and curriculum for life, Cost of living and financial security",,Female,White,Yes,At university,No,Yes
19/09/2026 19:47:09,19 to 21,London,NW1,No,"Free or capped bus travel for under-25s, Independent careers advice in every school (a Connexions style service)","Youth centres open at weekends, not just weekdays.","Jobs, apprenticeships and work experience",The support exists on paper but nobody can actually access it.,Climate and the environment,,6,3,4,1,0,4,7,4,3,4,4,10,10,6,5,9,8,7,10,8,6,6,6,8,8,9,10,6,9,8,7,9,3,5,2,8,"Equality, discrimination and racism, Climate and the environment",,Female,White,No,Working,No,Yes
21/09/2026 20:55:00,16 to 18,Northern Ireland,BT9,Prefer not to say,"Arts, music and drama in the curriculum, and free or low-cost music tuition, Cheaper rail travel and a wider young persons railcard, Funded national youth voice structures (a British Youth Council style body)",,Housing and a place to live,,"Jobs, apprenticeships and work experience",Corruption means money meant for young people does not reach us.,3,3,6,1,2,8,2,6,4,3,6,8,10,8,10,7,9,6,6,8,6,9,5,7,5,7,9,7,7,5,9,4,7,3,6,4,"Democracy and youth voice, Climate and the environment",,Female,White,No,"Not in education, employment or training",Prefer not to say,Yes
19/09/2026 10:23:00,16 to 18,South East England,PO1,Prefer not to say,"Free school meals for more pupils, and holiday food provision, Free or capped bus travel for under-25s, Restored further education and adult skills funding, and lower tuition fees",,Climate and the environment,Everyone I know is choosing between transport to college and lunch.,Cost of living and financial security,,4,3,3,1,4,0,0,5,4,5,7,1,6,7,5,9,7,6,7,6,6,9,5,10,9,6,8,10,8,4,9,5,5,6,8,9,"Jobs, apprenticeships and work experience, Crime, safety and policing",You measure success in GDP. Measure it in whether an 18-year-old can see a future where they live.,Male,Asian or Asian British,Prefer not to say,In school or college,No,Yes
19/09/2026 14:41:30,22 to 25,North West England,BB1,No,"Arts, music and drama in the curriculum, and free or low-cost music tuition, A school nurse and a trained counsellor in every school, Independent careers advice in every school (a Connexions style service)",,Digital life and online safety,,"Equality, discrimination and racism",,4,5,4,0,3,3,8,5,3,2,4,3,10,9,9,7,10,6,9,8,8,4,10,7,8,5,9,5,8,7,8,9,9,4,7,6,"Education and curriculum for life, Jobs, apprenticeships and work experience",We are tired of consultations that go nowhere. Publish what you did with this one.,Female,"Black, Black British, Caribbean or African",No,At university,No,Yes
20/09/2026 15:16:29,16 to 18,East Midlands,,No,"Funded open-access youth clubs and youth workers in every area, Sure Start style family and early years centres, Cheaper rail travel and a wider young persons railcard",,Cost of living and financial security,,Digital life and online safety,,5,4,3,4,1,7,3,5,6,10,6,4,10,9,9,10,8,8,10,8,7,8,7,6,6,7,8,10,10,10,8,1,5,4,5,4,"Climate and the environment, Housing and a place to live",,Male,White,No,In school or college,No,Yes
22/09/2026 18:26:28,19 to 21,South East England,,Yes,Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study,,Youth services and safe places to go,,Climate and the environment,,1,3,4,4,2,3,0,3,4,8,3,5,7,6,5,8,8,8,5,6,9,8,6,9,8,7,7,6,9,7,9,6,6,6,10,9,"Jobs, apprenticeships and work experience",,Female,White,No,Working,No,Yes
21/09/2026 13:23:32,19 to 21,Scotland,IV2,No,"Funded national youth voice structures (a British Youth Council style body), Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Restored further education and adult skills funding, and lower tuition fees",Proper funding for school counselling.,Cost of living and financial security,,Education and curriculum for life,,7,2,4,7,5,4,1,7,7,4,4,5,3,10,5,8,9,2,9,8,10,6,3,4,10,5,3,9,6,9,10,8,6,4,5,7,"Cost of living and financial security, Crime, safety and policing",Every promise made about climate finance has a deadline that falls after you have all left office. Bring the deadlines forward.,Male,Mixed or multiple ethnic groups,No,Working,No,Yes
19/09/2026 11:51:11,13 to 15,North West England,,Prefer not to say,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Funded open-access youth clubs and youth workers in every area, Community sports facilities, playing fields and free swimming",Cheaper driving lessons and tests for young people in rural areas.,Mental health and wellbeing,,"Jobs, apprenticeships and work experience",,4,5,4,8,6,4,6,6,3,7,7,3,10,7,8,9,10,7,9,3,10,9,7,9,10,7,6,7,9,4,5,8,4,7,6,5,"Democracy and youth voice, Climate and the environment",,Female,White,No,In school or college,No,Yes
19/09/2026 17:18:46,16 to 18,West Midlands,,Prefer not to say,Local libraries and community spaces with longer opening hours,"Youth centres open at weekends, not just weekdays.",Mental health and wellbeing,,Housing and a place to live,Young people are excluded from decisions in almost every member state.,5,5,3,4,4,9,6,4,5,5,0,4,8,7,7,8,8,10,8,9,6,7,7,8,7,8,3,10,9,6,6,5,4,6,5,3,"Democracy and youth voice, Jobs, apprenticeships and work experience",,Female,White,No,In school or college,No,Yes
22/09/2026 15:48:58,13 to 15,East of England,SS1,Yes,"Community sports facilities, playing fields and free swimming",Proper funding for school counselling.,Housing and a place to live,,"Jobs, apprenticeships and work experience",There are not enough jobs for the number of graduates being produced.,4,2,4,5,1,4,1,4,5,5,5,7,9,9,7,6,9,8,5,7,8,9,7,7,10,7,8,5,6,9,9,7,4,3,5,7,"Democracy and youth voice, Equality, discrimination and racism","Apprenticeships that pay less than rent are not opportunities, they are a trap.",Female,"Black, Black British, Caribbean or African",No,In school or college,No,Yes
22/09/2026 10:50:26,19 to 21,North West England,WN1,Yes,"Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study, Free or capped bus travel for under-25s, Independent careers advice in every school (a Connexions style service)",Music lessons that are not only for people who can pay.,Transport and getting around,,"Jobs, apprenticeships and work experience",,,1,,7,0,,,,,,,,10,,,,,,,,7,8,,5,10,3,8,9,,9,,,9,7,8,6,"Jobs, apprenticeships and work experience, Climate and the environment",,Female,White,No,At university,No,Yes
20/09/2026 10:32:36,Over 25,London,EN1,Yes,"A school nurse and a trained counsellor in every school, Independent careers advice in every school (a Connexions style service)",,Mental health and wellbeing,You cannot plan a future when you cannot afford anywhere to live.,Education and curriculum for life,Girls are still being taken out of education early in too many countries.,3,5,3,8,0,2,0,3,8,8,5,9,8,6,9,8,9,6,8,10,7,5,10,6,8,6,5,10,8,7,10,8,9,5,6,6,"Mental health and wellbeing, Education and curriculum for life",,Female,White,Prefer not to say,In school or college,No,Yes
20/09/2026 11:07:53,16 to 18,South East England,,No,"Independent careers advice in every school (a Connexions style service), Free or capped bus travel for under-25s",,Housing and a place to live,Everything costs more and nothing about young people’s pay has changed.,"Jobs, apprenticeships and work experience",,1,1,0,2,6,2,2,6,10,7,1,5,10,8,8,10,5,10,8,9,8,10,10,7,8,10,5,3,7,8,9,10,8,5,4,6,"Climate and the environment, Jobs, apprenticeships and work experience",,Female,White,Yes,In school or college,No,Yes
20/09/2026 20:51:47,13 to 15,East Midlands,NN1,Yes,"Arts, music and drama in the curriculum, and free or low-cost music tuition, Restored further education and adult skills funding, and lower tuition fees, Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study",,"Jobs, apprenticeships and work experience",,"Jobs, apprenticeships and work experience",Online access decides who gets opportunities and it is very unequal.,6,5,3,5,0,5,0,6,8,3,4,7,6,2,8,6,10,8,10,8,9,7,8,4,8,6,6,7,5,9,8,8,9,8,6,3,"Education and curriculum for life, Cost of living and financial security",,Male,Asian or Asian British,Prefer not to say,In school or college,No,Yes
22/09/2026 13:39:59,19 to 21,Jersey,,Yes,"A school nurse and a trained counsellor in every school, Cheaper rail travel and a wider young persons railcard, Guaranteed work experience placements for every pupil",,Youth services and safe places to go,,Education and curriculum for life,Climate change is already displacing people my age in Pacific member states.,1,6,,0,,,,5,,,5,7,6,,,,10,,,,,,,8,,,,3,8,,6,,,0,,6,"Education and curriculum for life, Cost of living and financial security",Commonwealth mobility should mean something. Let young people study and work across member states without impossible visa costs.,Male,White,No,Working,No,Yes
22/09/2026 11:19:53,13 to 15,South East England,PO1,No,"Community sports facilities, playing fields and free swimming, Restored further education and adult skills funding, and lower tuition fees, Free school meals for more pupils, and holiday food provision",,Housing and a place to live,,Cost of living and financial security,,0,4,1,7,3,3,4,5,6,4,4,5,6,6,7,8,5,7,5,9,6,10,6,5,9,10,7,10,9,9,10,10,7,5,9,5,"Education and curriculum for life, Jobs, apprenticeships and work experience","Climate adaptation money needs to reach communities, not consultants.",Male,White,Yes,In school or college,Yes,Yes
21/09/2026 10:46:31,19 to 21,Yorkshire and the Humber,YO1,Yes,"Local libraries and community spaces with longer opening hours, Community sports facilities, playing fields and free swimming",Free swimming for under-18s.,Housing and a place to live,There is nowhere to go in the evening since the youth centre closed.,Climate and the environment,"Young people in some member states cannot finish school because of cost, not ability.",1,3,6,4,4,7,2,2,4,1,5,1,6,6,9,10,9,8,9,8,6,10,9,4,7,5,7,10,9,6,5,6,5,6,8,8,"Jobs, apprenticeships and work experience, Digital life and online safety","Talk to young people who are not already in youth parliaments. We are not the hard-to-reach ones, you are.",Female,Asian or Asian British,No,In school or college,No,Yes
23/09/2026 20:40:31,16 to 18,West Midlands,B29,No,Education Maintenance Allowance (EMA) or an equivalent payment for 16–19 study,"Youth centres open at weekends, not just weekdays.",Cost of living and financial security,Apprenticeships near me pay so little that you need parents who can support you.,Cost of living and financial security,Youth unemployment across the Commonwealth is the common thread in all of this.,6,5,4,2,0,5,2,7,5,5,7,9,4,9,10,10,9,9,9,7,6,9,6,9,6,4,6,5,10,7,6,8,8,4,8,3,"Equality, discrimination and racism, Jobs, apprenticeships and work experience",,Female,White,Yes,At university,No,Yes
20/09/2026 13:28:11,13 to 15,South East England,,No,"Restored further education and adult skills funding, and lower tuition fees, A school nurse and a trained counsellor in every school",,Mental health and wellbeing,There is nowhere to go in the evening since the youth centre closed.,"Jobs, apprenticeships and work experience",,3,2,1,3,3,4,5,1,5,1,7,6,10,9,8,10,10,6,10,9,9,4,10,7,7,10,6,7,7,5,5,9,6,8,3,7,"Education and curriculum for life, Jobs, apprenticeships and work experience",,Male,White,No,Apprenticeship or training,No,Yes
23/09/2026 15:50:30,16 to 18,Yorkshire and the Humber,HD1,Prefer not to say,"Arts, music and drama in the curriculum, and free or low-cost music tuition, Funded open-access youth clubs and youth workers in every area, A school nurse and a trained counsellor in every school",,"Crime, safety and policing",The support exists on paper but nobody can actually access it.,Education and curriculum for life,There are not enough jobs for the number of graduates being produced.,1,2,6,6,2,8,1,3,8,8,4,6,7,6,9,9,4,9,6,3,10,8,10,7,9,9,7,10,9,6,5,7,5,5,1,3,"Cost of living and financial security, Education and curriculum for life",,Female,White,No,In school or college,No,Yes
22/09/2026 19:13:03,22 to 25,East of England,,Yes,"Free or capped bus travel for under-25s, A school nurse and a trained counsellor in every school, Local libraries and community spaces with longer opening hours",,Cost of living and financial security,,Cost of living and financial security,"Young people in some member states cannot finish school because of cost, not ability.",3,2,3,3,0,8,4,2,10,6,7,10,8,6,8,9,7,6,5,7,10,6,8,7,7,8,7,5,8,9,8,8,4,7,9,3,"Jobs, apprenticeships and work experience, Equality, discrimination and racism","Youth unemployment is not a young person problem, it is an economy problem. Stop framing it as our failure.",Female,Mixed or multiple ethnic groups,Prefer not to say,At university,No,Yes
